# G2400186.mdx  size=2,716,274 B  records=48731
0x00000a0f	session_02
0x0006c633	did_de04_subfield_56_data_def_enum_3
0x0006c669	did_de04_subfield_56_data_def_enum_4
0x0006c6a1	did_de04_subfield_56_data_def
0x0006c6cd	did_DE04_subfield_56
0x0006c6e3	TractionControlEventAlert_qosLevel
0x0006c736	did_de04_subfield_57_data_def_enum_1
0x0006c766	Alert is held, send is delayed until next DRX Wakeup, IGN ON, or other alarm
0x0006c7b4	did_de04_subfield_57_data_def_enum_2
0x0006c7ea	did_de04_subfield_57_data_def_enum_3
0x0006c81a	Alert sent immediately; DRX reset only if VBATT is not low, otherwise connection time extended
0x0006c87a	did_de04_subfield_57_data_def_enum_4
0x0006c8aa	Alert sent immediately; DRX reset only if VBATT is not low; Conenction time not extended
0x0006c904	did_de04_subfield_57_data_def_enum_5
0x0006c934	Alert sent immediately; DRX continues; Connection time extended
0x0006c975	did_de04_subfield_57_data_def_enum_6
0x0006c9a5	Alert sent immediately; DRX continues; Connection time extended only if VBATT is not low
0x0006c9ff	did_de04_subfield_57_data_def_enum_7
0x0006ca2f	Alert sent immediately; DRX continues; Connection time not extended
0x0006ca74	did_de04_subfield_57_data_def_enum_8
0x0006caac	did_de04_subfield_57_data_def
0x0006cad8	did_DE04_subfield_57
0x0006caee	TractionControlEventAlert_inDRXStatus
0x0006cb42	did_de04_subfield_58_data_def_enum_1
0x0006cb76	did_de04_subfield_58_data_def_enum_2
0x0006cbae	did_de04_subfield_58_data_def
0x0006cbda	did_DE04_subfield_58
0x0006cbf0	TractionControlEventAlert_inRoamingStatus
0x0006cc48	did_de04_subfield_59_data_def_enum_1
0x0006cc7c	did_de04_subfield_59_data_def_enum_2
0x0006ccb4	did_de04_subfield_59_data_def
0x0006cce0	did_DE04_subfield_59
0x0006ccf6	TractionControlEventAlert_PriorityID
0x0006cd49	did_de04_subfield_60_data_def_enum_1
0x0006cd7d	did_de04_subfield_60_data_def_enum_2
0x0006cdb5	did_de04_subfield_60_data_def
0x0006cde1	did_DE04_subfield_60
0x0006cdf7	TractionControlEventAlert_status
0x0006ce48	did_de04_subfield_61_data_def_enum_1
0x0006ce7e	did_de04_subfield_61_data_def_enum_2
0x0006ceb4	did_de04_subfield_61_data_def_enum_3
0x0006ceea	did_de04_subfield_61_data_def_enum_4
0x0006cf22	did_de04_subfield_61_data_def
0x0006cf4e	did_DE04_subfield_61
0x0006cf64	TrailerSwayEventAlert_qosLevel
0x0006cfb3	did_de04_subfield_62_data_def_enum_1
0x0006cfe3	Alert is held, send is delayed until next DRX Wakeup, IGN ON, or other alarm
0x0006d031	did_de04_subfield_62_data_def_enum_2
0x0006d067	did_de04_subfield_62_data_def_enum_3
0x0006d097	Alert sent immediately; DRX reset only if VBATT is not low, otherwise connection time extended
0x0006d0f7	did_de04_subfield_62_data_def_enum_4
0x0006d127	Alert sent immediately; DRX reset only if VBATT is not low; Conenction time not extended
0x0006d181	did_de04_subfield_62_data_def_enum_5
0x0006d1b1	Alert sent immediately; DRX continues; Connection time extended
0x0006d1f2	did_de04_subfield_62_data_def_enum_6
0x0006d222	Alert sent immediately; DRX continues; Connection time extended only if VBATT is not low
0x0006d27c	did_de04_subfield_62_data_def_enum_7
0x0006d2ac	Alert sent immediately; DRX continues; Connection time not extended
0x0006d2f1	did_de04_subfield_62_data_def_enum_8
0x0006d329	did_de04_subfield_62_data_def
0x0006d355	did_DE04_subfield_62
0x0006d36b	TrailerSwayEventAlert_inDRXStatus
0x0006d3bb	did_de04_subfield_63_data_def_enum_1
0x0006d3ef	did_de04_subfield_63_data_def_enum_2
0x0006d427	did_de04_subfield_63_data_def
0x0006d453	did_DE04_subfield_63
0x0006d469	TrailerSwayEventAlert_inRoamingStatus
0x0006d4bd	did_de04_subfield_64_data_def_enum_1
0x0006d4f1	did_de04_subfield_64_data_def_enum_2
0x0006d529	did_de04_subfield_64_data_def
0x0006d555	did_DE04_subfield_64
0x0006d56b	TrailerSwayEventAlert_PriorityID
0x0006d5ba	did_de04_subfield_65_data_def_enum_1
0x0006d5ee	did_de04_subfield_65_data_def_enum_2
0x0006d626	did_de04_subfield_65_data_def
0x0006d652	did_DE04_subfield_65
0x0006d668	TrailerSwayEventAlert_status
0x0006d6b5	did_de04_subfield_66_data_def_enum_1
0x0006d6eb	did_de04_subfield_66_data_def_enum_2
0x0006d721	did_de04_subfield_66_data_def_enum_3
0x0006d757	did_de04_subfield_66_data_def_enum_4
0x0006d78f	did_de04_subfield_66_data_def
0x0006d7bb	did_DE04_subfield_66
0x0006d7d1	LowSpeedCollisionMitigationOnAlert_qosLevel
0x0006d82d	did_de04_subfield_67_data_def_enum_1
0x0006d85d	Alert is held, send is delayed until next DRX Wakeup, IGN ON, or other alarm
0x0006d8ab	did_de04_subfield_67_data_def_enum_2
0x0006d8e1	did_de04_subfield_67_data_def_enum_3
0x0006d911	Alert sent immediately; DRX reset only if VBATT is not low, otherwise connection time extended
0x0006d971	did_de04_subfield_67_data_def_enum_4
0x0006d9a1	Alert sent immediately; DRX reset only if VBATT is not low; Conenction time not extended
0x0006d9fb	did_de04_subfield_67_data_def_enum_5
0x0006da2b	Alert sent immediately; DRX continues; Connection time extended
0x0006da6c	did_de04_subfield_67_data_def_enum_6
0x0006da9c	Alert sent immediately; DRX continues; Connection time extended only if VBATT is not low
0x0006daf6	did_de04_subfield_67_data_def_enum_7
0x0006db26	Alert sent immediately; DRX continues; Connection time not extended
0x0006db6b	did_de04_subfield_67_data_def_enum_8
0x0006dba3	did_de04_subfield_67_data_def
0x0006dbcf	did_DE04_subfield_67
0x0006dbe5	LowSpeedCollisionMitigationOnAlert_inDRXStatus
0x0006dc42	did_de04_subfield_68_data_def_enum_1
0x0006dc76	did_de04_subfield_68_data_def_enum_2
0x0006dcae	did_de04_subfield_68_data_def
0x0006dcda	did_DE04_subfield_68
0x0006dcf0	LowSpeedCollisionMitigationOnAlert_inRoamingStatus
0x0006dd51	did_de04_subfield_69_data_def_enum_1
0x0006dd85	did_de04_subfield_69_data_def_enum_2
0x0006ddbd	did_de04_subfield_69_data_def
0x0006dde9	did_DE04_subfield_69
0x0006ddff	LowSpeedCollisionMitigationOnAlert_PriorityID
0x0006de5b	did_de04_subfield_70_data_def_enum_1
0x0006de8f	did_de04_subfield_70_data_def_enum_2
0x0006dec7	did_de04_subfield_70_data_def
0x0006def3	did_DE04_subfield_70
0x0006df09	LowSpeedCollisionMitigationOnAlert_status
0x0006df63	did_de04_subfield_71_data_def_enum_1
0x0006df99	did_de04_subfield_71_data_def_enum_2
0x0006dfcf	did_de04_subfield_71_data_def_enum_3
0x0006e005	did_de04_subfield_71_data_def_enum_4
0x0006e03d	did_de04_subfield_71_data_def
0x0006e069	did_DE04_subfield_71
0x0006e07f	LowSpeedCollisionMitigationOffAlert_qosLevel
0x0006e0dc	did_de04_subfield_72_data_def_enum_1
0x0006e10c	Alert is held, send is delayed until next DRX Wakeup, IGN ON, or other alarm
0x0006e15a	did_de04_subfield_72_data_def_enum_2
0x0006e190	did_de04_subfield_72_data_def_enum_3
0x0006e1c0	Alert sent immediately; DRX reset only if VBATT is not low, otherwise connection time extended
0x0006e220	did_de04_subfield_72_data_def_enum_4
0x0006e250	Alert sent immediately; DRX reset only if VBATT is not low; Conenction time not extended
0x0006e2aa	did_de04_subfield_72_data_def_enum_5
0x0006e2da	Alert sent immediately; DRX continues; Connection time extended
0x0006e31b	did_de04_subfield_72_data_def_enum_6
0x0006e34b	Alert sent immediately; DRX continues; Connection time extended only if VBATT is not low
0x0006e3a5	did_de04_subfield_72_data_def_enum_7
0x0006e3d5	Alert sent immediately; DRX continues; Connection time not extended
0x0006e41a	did_de04_subfield_72_data_def_enum_8
0x0006e452	did_de04_subfield_72_data_def
0x0006e47e	did_DE04_subfield_72
0x0006e494	LowSpeedCollisionMitigationOffAlert_inDRXStatus
0x0006e4f2	did_de04_subfield_73_data_def_enum_1
0x0006e526	did_de04_subfield_73_data_def_enum_2
0x0006e55e	did_de04_subfield_73_data_def
0x0006e58a	did_DE04_subfield_73
0x0006e5a0	LowSpeedCollisionMitigationOffAlert_inRoamingStatus
0x0006e602	did_de04_subfield_74_data_def_enum_1
0x0006e636	did_de04_subfield_74_data_def_enum_2
0x0006e66e	did_de04_subfield_74_data_def
0x0006e69a	did_DE04_subfield_74
0x0006e6b0	LowSpeedCollisionMitigationOffAlert_PriorityID
0x0006e70d	did_de04_subfield_75_data_def_enum_1
0x0006e741	did_de04_subfield_75_data_def_enum_2
0x0006e779	did_de04_subfield_75_data_def
0x0006e7a5	did_DE04_subfield_75
0x0006e7bb	LowSpeedCollisionMitigationOffAlert_status
0x0006e816	did_de04_subfield_76_data_def_enum_1
0x0006e84c	did_de04_subfield_76_data_def_enum_2
0x0006e882	did_de04_subfield_76_data_def_enum_3
0x0006e8b8	did_de04_subfield_76_data_def_enum_4
0x0006e8f0	did_de04_subfield_76_data_def
0x0006e91c	did_DE04_subfield_76
0x0006e932	ELockerUsageAlert_qosLevel
0x0006e97d	did_de04_subfield_77_data_def_enum_1
0x0006e9ad	Alert is held, send is delayed until next DRX Wakeup, IGN ON, or other alarm
0x0006e9fb	did_de04_subfield_77_data_def_enum_2
0x0006ea31	did_de04_subfield_77_data_def_enum_3
0x0006ea61	Alert sent immediately; DRX reset only if VBATT is not low, otherwise connection time extended
0x0006eac1	did_de04_subfield_77_data_def_enum_4
0x0006eaf1	Alert sent immediately; DRX reset only if VBATT is not low; Conenction time not extended
0x0006eb4b	did_de04_subfield_77_data_def_enum_5
0x0006eb7b	Alert sent immediately; DRX continues; Connection time extended
0x0006ebbc	did_de04_subfield_77_data_def_enum_6
0x0006ebec	Alert sent immediately; DRX continues; Connection time extended only if VBATT is not low
0x0006ec46	did_de04_subfield_77_data_def_enum_7
0x0006ec76	Alert sent immediately; DRX continues; Connection time not extended
0x0006ecbb	did_de04_subfield_77_data_def_enum_8
0x0006ecf3	did_de04_subfield_77_data_def
0x0006ed1f	did_DE04_subfield_77
0x0006ed35	ELockerUsageAlert_inDRXStatus
0x0006ed81	did_de04_subfield_78_data_def_enum_1
0x0006edb5	did_de04_subfield_78_data_def_enum_2
0x0006eded	did_de04_subfield_78_data_def
0x0006ee19	did_DE04_subfield_78
0x0006ee2f	ELockerUsageAlert_inRoamingStatus
0x0006ee7f	did_de04_subfield_79_data_def_enum_1
0x0006eeb3	did_de04_subfield_79_data_def_enum_2
0x0006eeeb	did_de04_subfield_79_data_def
0x0006ef17	did_DE04_subfield_79
0x0006ef2d	ELockerUsageAlert_PriorityID
0x0006ef78	did_de04_subfield_80_data_def_enum_1
0x0006efac	did_de04_subfield_80_data_def_enum_2
0x0006efe4	did_de04_subfield_80_data_def
0x0006f010	did_DE04_subfield_80
0x0006f026	ELockerUsageAlert_status
0x0006f06f	did_de04_subfield_81_data_def_enum_1
0x0006f0a5	did_de04_subfield_81_data_def_enum_2
0x0006f0db	did_de04_subfield_81_data_def_enum_3
0x0006f111	did_de04_subfield_81_data_def_enum_4
0x0006f149	did_de04_subfield_81_data_def
0x0006f175	did_DE04_subfield_81
0x0006f18b	EngineIdleShutDownAlert_qosLevel
0x0006f1dc	did_de04_subfield_82_data_def_enum_1
0x0006f20c	Alert is held, send is delayed until next DRX Wakeup, IGN ON, or other alarm
0x0006f25a	did_de04_subfield_82_data_def_enum_2
0x0006f290	did_de04_subfield_82_data_def_enum_3
0x0006f2c0	Alert sent immediately; DRX reset only if VBATT is not low, otherwise connection time extended
0x0006f320	did_de04_subfield_82_data_def_enum_4
0x0006f350	Alert sent immediately; DRX reset only if VBATT is not low; Conenction time not extended
0x0006f3aa	did_de04_subfield_82_data_def_enum_5
0x0006f3da	Alert sent immediately; DRX continues; Connection time extended
0x0006f41b	did_de04_subfield_82_data_def_enum_6
0x0006f44b	Alert sent immediately; DRX continues; Connection time extended only if VBATT is not low
0x0006f4a5	did_de04_subfield_82_data_def_enum_7
0x0006f4d5	Alert sent immediately; DRX continues; Connection time not extended
0x0006f51a	did_de04_subfield_82_data_def_enum_8
0x0006f552	did_de04_subfield_82_data_def
0x0006f57e	did_DE04_subfield_82
0x0006f594	EngineIdleShutDownAlert_inDRXStatus
0x0006f5e6	did_de04_subfield_83_data_def_enum_1
0x0006f61a	did_de04_subfield_83_data_def_enum_2
0x0006f652	did_de04_subfield_83_data_def
0x0006f67e	did_DE04_subfield_83
0x0006f694	EngineIdleShutDownAlert_inRoamingStatus
0x0006f6ea	did_de04_subfield_84_data_def_enum_1
0x0006f71e	did_de04_subfield_84_data_def_enum_2
0x0006f756	did_de04_subfield_84_data_def
0x0006f782	did_DE04_subfield_84
0x0006f798	EngineIdleShutDownAlert_PriorityID
0x0006f7e9	did_de04_subfield_85_data_def_enum_1
0x0006f81d	did_de04_subfield_85_data_def_enum_2
0x0006f855	did_de04_subfield_85_data_def
0x0006f881	did_DE04_subfield_85
0x0006f897	EngineIdleShutDownAlert_status
0x0006f8e6	did_de04_subfield_86_data_def_enum_1
0x0006f91c	did_de04_subfield_86_data_def_enum_2
0x0006f952	did_de04_subfield_86_data_def_enum_3
0x0006f988	did_de04_subfield_86_data_def_enum_4
0x0006f9c0	did_de04_subfield_86_data_def
0x0006f9ec	did_DE04_subfield_86
0x0006fa02	ParkBrakeUsageAlert_qosLevel
0x0006fa4f	did_de04_subfield_87_data_def_enum_1
0x0006fa7f	Alert is held, send is delayed until next DRX Wakeup, IGN ON, or other alarm
0x0006facd	did_de04_subfield_87_data_def_enum_2
0x0006fb03	did_de04_subfield_87_data_def_enum_3
0x0006fb33	Alert sent immediately; DRX reset only if VBATT is not low, otherwise connection time extended
0x0006fb93	did_de04_subfield_87_data_def_enum_4
0x0006fbc3	Alert sent immediately; DRX reset only if VBATT is not low; Conenction time not extended
0x0006fc1d	did_de04_subfield_87_data_def_enum_5
0x0006fc4d	Alert sent immediately; DRX continues; Connection time extended
0x0006fc8e	did_de04_subfield_87_data_def_enum_6
0x0006fcbe	Alert sent immediately; DRX continues; Connection time extended only if VBATT is not low
0x0006fd18	did_de04_subfield_87_data_def_enum_7
0x0006fd48	Alert sent immediately; DRX continues; Connection time not extended
0x0006fd8d	did_de04_subfield_87_data_def_enum_8
0x0006fdc5	did_de04_subfield_87_data_def
0x0006fdf1	did_DE04_subfield_87
0x0006fe07	ParkBrakeUsageAlert_inDRXStatus
0x0006fe55	did_de04_subfield_88_data_def_enum_1
0x0006fe89	did_de04_subfield_88_data_def_enum_2
0x0006fec1	did_de04_subfield_88_data_def
0x0006feed	did_DE04_subfield_88
0x0006ff03	ParkBrakeUsageAlert_inRoamingStatus
0x0006ff55	did_de04_subfield_89_data_def_enum_1
0x0006ff89	did_de04_subfield_89_data_def_enum_2
0x0006ffc1	did_de04_subfield_89_data_def
0x0006ffed	did_DE04_subfield_89
0x00070003	ParkBrakeUsageAlert_PriorityID
0x00070050	did_de04_subfield_90_data_def_enum_1
0x00070084	did_de04_subfield_90_data_def_enum_2
0x000700bc	did_de04_subfield_90_data_def
0x000700e8	did_DE04_subfield_90
0x000700fe	ParkBrakeUsageAlert_status
0x00070149	did_de04_subfield_91_data_def_enum_1
0x0007017f	did_de04_subfield_91_data_def_enum_2
0x000701b5	did_de04_subfield_91_data_def_enum_3
0x000701eb	did_de04_subfield_91_data_def_enum_4
0x00070223	did_de04_subfield_91_data_def
0x0007024f	did_DE04_subfield_91
0x00070265	BLISTrailerTowAlert_qosLevel
0x000702b2	did_de04_subfield_92_data_def_enum_1
0x000702e2	Alert is held, send is delayed until next DRX Wakeup, IGN ON, or other alarm
0x00070330	did_de04_subfield_92_data_def_enum_2
0x00070366	did_de04_subfield_92_data_def_enum_3
0x00070396	Alert sent immediately; DRX reset only if VBATT is not low, otherwise connection time extended
0x000703f6	did_de04_subfield_92_data_def_enum_4
0x00070426	Alert sent immediately; DRX reset only if VBATT is not low; Conenction time not extended
0x00070480	did_de04_subfield_92_data_def_enum_5
0x000704b0	Alert sent immediately; DRX continues; Connection time extended
0x000704f1	did_de04_subfield_92_data_def_enum_6
0x00070521	Alert sent immediately; DRX continues; Connection time extended only if VBATT is not low
0x0007057b	did_de04_subfield_92_data_def_enum_7
0x000705ab	Alert sent immediately; DRX continues; Connection time not extended
0x000705f0	did_de04_subfield_92_data_def_enum_8
0x00070628	did_de04_subfield_92_data_def
0x00070654	did_DE04_subfield_92
0x0007066a	BLISTrailerTowAlert_inDRXStatus
0x000706b8	did_de04_subfield_93_data_def_enum_1
0x000706ec	did_de04_subfield_93_data_def_enum_2
0x00070724	did_de04_subfield_93_data_def
0x00070750	did_DE04_subfield_93
0x00070766	BLISTrailerTowAlert_inRoamingStatus
0x000707b8	did_de04_subfield_94_data_def_enum_1
0x000707ec	did_de04_subfield_94_data_def_enum_2
0x00070824	did_de04_subfield_94_data_def
0x00070850	did_DE04_subfield_94
0x00070866	BLISTrailerTowAlert_PriorityID
0x000708b3	did_de04_subfield_95_data_def_enum_1
0x000708e7	did_de04_subfield_95_data_def_enum_2
0x0007091f	did_de04_subfield_95_data_def
0x0007094b	did_DE04_subfield_95
0x00070961	BLISTrailerTowAlert_status
0x000709ac	did_de04_subfield_96_data_def_enum_1
0x000709e2	did_de04_subfield_96_data_def_enum_2
0x00070a18	did_de04_subfield_96_data_def_enum_3
0x00070a4e	did_de04_subfield_96_data_def_enum_4
0x00070a86	did_de04_subfield_96_data_def
0x00070ab2	did_DE04_subfield_96
0x00070ac8	LoadShedEventAlert_qosLevel
0x00070b14	did_de04_subfield_97_data_def_enum_1
0x00070b44	Alert is held, send is delayed until next DRX Wakeup, IGN ON, or other alarm
0x00070b92	did_de04_subfield_97_data_def_enum_2
0x00070bc8	did_de04_subfield_97_data_def_enum_3
0x00070bf8	Alert sent immediately; DRX reset only if VBATT is not low, otherwise connection time extended
0x00070c58	did_de04_subfield_97_data_def_enum_4
0x00070c88	Alert sent immediately; DRX reset only if VBATT is not low; Conenction time not extended
0x00070ce2	did_de04_subfield_97_data_def_enum_5
0x00070d12	Alert sent immediately; DRX continues; Connection time extended
0x00070d53	did_de04_subfield_97_data_def_enum_6
0x00070d83	Alert sent immediately; DRX continues; Connection time extended only if VBATT is not low
0x00070ddd	did_de04_subfield_97_data_def_enum_7
0x00070e0d	Alert sent immediately; DRX continues; Connection time not extended
0x00070e52	did_de04_subfield_97_data_def_enum_8
0x00070e8a	did_de04_subfield_97_data_def
0x00070eb6	did_DE04_subfield_97
0x00070ecc	LoadShedEventAlert_inDRXStatus
0x00070f19	did_de04_subfield_98_data_def_enum_1
0x00070f4d	did_de04_subfield_98_data_def_enum_2
0x00070f85	did_de04_subfield_98_data_def
0x00070fb1	did_DE04_subfield_98
0x00070fc7	LoadShedEventAlert_inRoamingStatus
0x00071018	did_de04_subfield_99_data_def_enum_1
0x0007104c	did_de04_subfield_99_data_def_enum_2
0x00071084	did_de04_subfield_99_data_def
0x000710b0	did_DE04_subfield_99
0x000710c6	LoadShedEventAlert_PriorityID
0x00071112	did_de04_subfield_100_data_def_enum_1
0x00071147	did_de04_subfield_100_data_def_enum_2
0x00071180	did_de04_subfield_100_data_def
0x000711ad	did_DE04_subfield_100
0x000711c4	LoadShedEventAlert_status
0x0007120e	did_de04_subfield_101_data_def_enum_1
0x00071245	did_de04_subfield_101_data_def_enum_2
0x0007127c	did_de04_subfield_101_data_def_enum_3
0x000712b3	did_de04_subfield_101_data_def_enum_4
0x000712ec	did_de04_subfield_101_data_def
0x00071319	did_DE04_subfield_101
0x00071330	StopStartModeDisabledAlert_qosLevel
0x00071384	did_de04_subfield_102_data_def_enum_1
0x000713b5	Alert is held, send is delayed until next DRX Wakeup, IGN ON, or other alarm
0x00071403	did_de04_subfield_102_data_def_enum_2
0x0007143a	did_de04_subfield_102_data_def_enum_3
