# G2201450.mdx  size=5,409,214 B  records=87301
0x0000084e	Body Control Module
0x00021f9a	did_4205_subfield_2_data_def_enum_3
0x00021fc9	Identifier Block 2
0x00021fdd	did_4205_subfield_2_data_def_enum_4
0x0002200f	did_4205_subfield_2_data_def
0x0002203a	did_4205_subfield_2
0x0002204f	PATS Target#1 Command
0x0002208b	Echo Identifer Block 2
0x000220a3	did_4205_subfield_3_data_def_enum_1
0x000220d8	did_4205_subfield_3_data_def_enum_2
0x00022107	Motive Start Request
0x0002211d	did_4205_subfield_3_data_def_enum_3
0x0002214c	Non-Motive Start Request
0x00022166	did_4205_subfield_3_data_def_enum_4
0x00022195	Identifier Block 1 Request
0x000221b1	did_4205_subfield_3_data_def_enum_5
0x000221e0	Identifier Block 2 Request
0x000221fc	did_4205_subfield_3_data_def_enum_6
0x0002222b	Shutdown
0x00022235	did_4205_subfield_3_data_def_enum_7
0x00022267	did_4205_subfield_3_data_def
0x00022292	did_4205_subfield_3
0x000222a7	Control Command PATS Target#1
0x000222ce	did_4205
0x000222d8	PATS Target#1 Information
0x00022355	did_4206_subfield_1_data_def_enum_1
0x0002238a	did_4206_subfield_1_data_def_enum_2
0x000223bf	did_4206_subfield_1_data_def_enum_3
0x000223f4	did_4206_subfield_1_data_def_enum_4
0x00022426	did_4206_subfield_1_data_def
0x00022451	did_4206_subfield_1
0x00022466	PATS Target#2 Status
0x000224a7	did_4206_subfield_2_data_def_enum_1
0x000224dc	did_4206_subfield_2_data_def_enum_2
0x00022511	did_4206_subfield_2_data_def_enum_3
0x00022546	did_4206_subfield_2_data_def_enum_4
0x00022578	did_4206_subfield_2_data_def
0x000225a3	did_4206_subfield_2
0x000225b8	PATS Target#2 Command
0x000225f4	Echo Identifier Block 2
0x0002260d	did_4206_subfield_3_data_def_enum_1
0x00022642	did_4206_subfield_3_data_def_enum_2
0x00022677	did_4206_subfield_3_data_def_enum_3
0x000226ac	did_4206_subfield_3_data_def_enum_4
0x000226e1	did_4206_subfield_3_data_def_enum_5
0x00022716	did_4206_subfield_3_data_def_enum_6
0x0002274b	did_4206_subfield_3_data_def_enum_7
0x0002277d	did_4206_subfield_3_data_def
0x000227a8	did_4206_subfield_3
0x000227bd	Control Command PATS Target#2
0x000227e4	did_4206
0x000227ee	PATS Target#2 Information
0x00022894	did_4207_subfield_1_data_def
0x000228bf	did_4207_subfield_1
0x000228d4	Total PATS Key Read Retry Counter
0x000228ff	did_4207
0x00022909	Total PATS Key Read Retry Counter
0x00022988	Success
0x00022991	did_4208_subfield_1_data_def_enum_1
0x000229c6	did_4208_subfield_1_data_def_enum_2
0x000229f5	Request Aborted
0x00022a06	did_4208_subfield_1_data_def_enum_3
0x00022a35	Timeout
0x00022a3e	did_4208_subfield_1_data_def_enum_4
0x00022a6d	No Transponder
0x00022a7d	did_4208_subfield_1_data_def_enum_5
0x00022aac	Transponder EEPROM Reading Failed
0x00022acf	did_4208_subfield_1_data_def_enum_6
0x00022afe	Synchronization Failed
0x00022b16	did_4208_subfield_1_data_def_enum_7
0x00022b45	Base Station Error
0x00022b59	did_4208_subfield_1_data_def_enum_8
0x00022b88	Random Number Not Available
0x00022ba5	did_4208_subfield_1_data_def_enum_9
0x00022bd4	Coil Error
0x00022be0	did_4208_subfield_1_data_def_enum_10
0x00022c10	Invalid Transponder
0x00022c25	did_4208_subfield_1_data_def_enum_11
0x00022c55	Transponder Already Learned
0x00022c72	did_4208_subfield_1_data_def_enum_12
0x00022ca2	Transponder EEPROM Writing Failed
0x00022cc5	did_4208_subfield_1_data_def_enum_13
0x00022cf5	Immobilizer ECU EEPROM Writing Failed
0x00022d1c	did_4208_subfield_1_data_def_enum_14
0x00022d4c	Maximum Number Of Keys Learned
0x00022d6c	did_4208_subfield_1_data_def_enum_15
0x00022d9c	Internal Error
0x00022dac	did_4208_subfield_1_data_def_enum_16
0x00022ddc	Key Type Mismatch With Key Source
0x00022dff	did_4208_subfield_1_data_def_enum_17
0x00022e32	did_4208_subfield_1_data_def
0x00022e5d	did_4208_subfield_1
0x00022e72	PATS Key Transponder Sequence Results
0x00022ea1	did_4208
0x00022eab	PATS Key Transponder Sequence Results
0x00022f5e	did_4209_subfield_1_data_def
0x00022f89	did_4209_subfield_1
0x00022f9e	Battery Current - Predicted
0x00022fc3	did_4209
0x00022fcd	Battery Current - Predicted
0x00023046	Hardware Fault
0x00023056	did_420a_subfield_1_data_def_enum_1
0x00023085	Evaluation Is In Progress
0x000230a0	did_420a_subfield_1_data_def_enum_2
0x000230cf	Out Of Range
0x000230dd	did_420a_subfield_1_data_def_enum_3
0x0002310c	No Fault Present
0x0002311e	did_420a_subfield_1_data_def_enum_4
0x00023150	did_420a_subfield_1_data_def
0x0002317b	did_420A_subfield_1
0x00023190	Battery State Detection Status
0x000231b8	did_420A
0x000231c2	Battery State Detection Status
0x0002323e	No Fault Detected
0x00023251	did_420b_subfield_1_data_def_enum_1
0x00023280	Cluster Proveout
0x00023292	did_420b_subfield_1_data_def_enum_2
0x000232c1	Non Specific Fault
0x000232d5	did_420b_subfield_1_data_def_enum_3
0x00023304	Reduced Output
0x00023314	did_420b_subfield_1_data_def_enum_4
0x00023343	No Output
0x0002334e	did_420b_subfield_1_data_def_enum_5
0x0002337d	Voltage Above Range
0x00023392	did_420b_subfield_1_data_def_enum_6
0x000233c1	Low Battery Warning
0x000233d6	did_420b_subfield_1_data_def_enum_7
0x00023405	Low Battery Power Save Mode
0x00023422	did_420b_subfield_1_data_def_enum_8
0x00023451	Low Battery Voltage During Power Source On
0x0002347d	did_420b_subfield_1_data_def_enum_9
0x000234ac	Battery Monitoring Sensor Fault
0x000234cd	did_420b_subfield_1_data_def_enum_10
0x000234fd	Shed Level 2 Continuous
0x00023516	did_420b_subfield_1_data_def_enum_11
0x00023546	Low Battery State Of Charge
0x00023563	did_420b_subfield_1_data_def_enum_12
0x00023599	did_420b_subfield_1_data_def_enum_13
0x000235cc	did_420b_subfield_1_data_def
0x000235f7	did_420B_subfield_1
0x0002360c	Low Voltage Power System Fault And Load Shedding Status
0x0002364d	did_420B
0x00023657	Low Voltage Power System Fault And Load Shedding Status
0x0002372d	did_420c_subfield_1_data_def_enum_1
0x0002375c	Powertrain On Load Shed 1 Enabled
0x0002377f	did_420c_subfield_1_data_def_enum_2
0x000237ae	Powertrain On Load Shed 2 Enabled
0x000237d1	did_420c_subfield_1_data_def_enum_3
0x00023800	Powertrain Off Load Shed Enabled
0x00023822	did_420c_subfield_1_data_def_enum_4
0x00023851	Powertrain On Loads Commanded On By Powertrain Controller
0x0002388c	did_420c_subfield_1_data_def_enum_5
0x000238be	did_420c_subfield_1_data_def
0x000238e9	did_420C_subfield_1
0x000238fe	Load Shed State Control
0x0002391f	did_420C
0x00023929	Load Shed State Control
0x000239a4	did_4216_subfield_1_data_def_enum_1
0x000239d9	did_4216_subfield_1_data_def_enum_2
0x00023a0b	did_4216_subfield_1_data_def
0x00023a36	did_4216_subfield_1
0x00023a4b	Left Rear Child Lock Status
0x00023a70	did_4216
0x00023a7a	Left Rear Child Lock Status
0x00023af9	did_4218_subfield_1_data_def_enum_1
0x00023b2e	did_4218_subfield_1_data_def_enum_2
0x00023b60	did_4218_subfield_1_data_def
0x00023b8b	did_4218_subfield_1
0x00023ba0	Right Rear Child Lock Status
0x00023bc6	did_4218
0x00023bd0	Right Rear Child Lock Status
0x00023c79	did_4226_subfield_1_data_def
0x00023ca4	did_4226_subfield_1
0x00023cb9	Number Of Nodes On Ambient Lighting Bus 1
0x00023d38	did_4226_subfield_2_data_def
0x00023d63	did_4226_subfield_2
0x00023d78	Number Of Nodes On Ambient Lighting Bus 2
0x00023df7	did_4226_subfield_3_data_def
0x00023e22	did_4226_subfield_3
0x00023e37	Number Of Nodes On Ambient Lighting Bus 3
0x00023e6a	did_4226
0x00023e74	Node Count On Ambient Lighting Bus
0x00023ef4	Customer Is Not Requesting To Open Or Unlock The Fuel Fill Door
0x00023f35	did_4238_subfield_1_data_def_enum_1
0x00023f64	Customer Is Requesting To Open Or Unlock The Fuel Fill Door
0x00023fa1	did_4238_subfield_1_data_def_enum_2
0x00023fd3	did_4238_subfield_1_data_def
0x00023ffe	did_4238_subfield_1
0x00024013	Fuel Fill Door Open Request Switch Input Status
0x0002404c	did_4238
0x00024056	Fuel Fill Door Open Request Switch Input Status
0x0002411e	did_423a_subfield_1_data_def
0x00024149	did_423A_subfield_1
0x0002415e	Driver Door Ajar Counter
0x00024180	did_423A
0x0002418a	Driver Door Ajar Counter
0x0002422f	did_423c_subfield_1_data_def
0x0002425a	did_423C_subfield_1
0x0002426f	Vehicle Battery Current 2
0x00024292	did_423C
0x0002429c	Vehicle Battery Current 2
0x00024354	did_4240_subfield_1_data_def_enum_1
0x00024389	did_4240_subfield_1_data_def_enum_2
0x000243be	did_4240_subfield_1_data_def_enum_3
0x000243f3	did_4240_subfield_1_data_def_enum_4
0x00024425	did_4240_subfield_1_data_def
0x00024450	did_4240_subfield_1
0x00024465	Vehicle Speed Output Control
0x0002448b	did_4240
0x00024495	Vehicle Speed Output Control
0x0002453e	did_424b_subfield_1_data_def
0x00024569	did_424B_subfield_1
0x0002457e	Programmed Transmitter ID Code (TIC) Value #13
0x000245b6	did_424B
0x000245c0	Programmed Transmitter ID Code (TIC) Value #13
0x0002467b	did_424c_subfield_1_data_def
0x000246a6	did_424C_subfield_1
0x000246bb	Programmed Transmitter ID Code (TIC) Value #14
0x000246f3	did_424C
0x000246fd	Programmed Transmitter ID Code (TIC) Value #14
0x000247b8	did_424d_subfield_1_data_def
0x000247e3	did_424D_subfield_1
0x000247f8	Number of Peripheral Devices Programmed
0x00024829	did_424D
0x00024833	Number of Peripheral Devices Programmed
0x000248f7	did_424f_subfield_1_data_def_enum_1
0x0002492c	did_424f_subfield_1_data_def_enum_2
0x00024961	did_424f_subfield_1_data_def_enum_3
0x00024993	did_424f_subfield_1_data_def
0x000249be	did_424F_subfield_1
0x000249d3	Battery Monitoring Sensor (BMS) Sensor Power Output
0x00024a10	did_424F
0x00024a1a	Battery Monitoring Sensor (BMS) Sensor Power Output
0x00024ab7	Unused
0x00024abf	did_4251_subfield_1_data_def_enum_1
0x00024aee	Lock All Doors
0x00024afe	did_4251_subfield_1_data_def_enum_2
0x00024b2d	Unlock All Doors
0x00024b3f	did_4251_subfield_1_data_def_enum_3
0x00024b6e	Vehicle Status Request
0x00024b86	did_4251_subfield_1_data_def_enum_4
0x00024bb5	Two Stage/Global Unlocking Toggle
0x00024bd8	did_4251_subfield_1_data_def_enum_5
0x00024c07	Panic On/Off Toggle
0x00024c1c	did_4251_subfield_1_data_def_enum_6
0x00024c4b	Trunk/Liftglass/Power Liftgate Open/Close
0x00024c76	did_4251_subfield_1_data_def_enum_7
0x00024ca5	Right Power Sliding Door Open/Close
0x00024cca	did_4251_subfield_1_data_def_enum_8
0x00024cf9	Left Power Sliding Door Open/Close
0x00024d1d	did_4251_subfield_1_data_def_enum_9
0x00024d4c	Remote Start
0x00024d5a	did_4251_subfield_1_data_def_enum_10
0x00024d8a	Cancel Remote Start Operation
0x00024da9	did_4251_subfield_1_data_def_enum_11
0x00024dd9	Global Lock Doors And Close Windows
0x00024dfe	did_4251_subfield_1_data_def_enum_12
0x00024e2e	Global Unlock Doors And Open Windows
0x00024e54	did_4251_subfield_1_data_def_enum_13
0x00024e87	did_4251_subfield_1_data_def
0x00024eb2	did_4251_subfield_1
0x00024ec7	Last Received Request From Remote Key
0x00024ef6	did_4251
0x00024f00	Last Received Request From Remote Key
0x00024fc4	did_4254_subfield_1_data_def_enum_1
0x00024ff3	Off / Set Off
0x00025002	did_4254_subfield_1_data_def_enum_2
0x00025031	On / Set On - Maximum Lock Indicator LED Intensity
0x00025065	did_4254_subfield_1_data_def_enum_3
0x00025094	On - Day Time Lock Indicator LED Intensity
0x000250c0	did_4254_subfield_1_data_def_enum_4
0x000250ef	On - Night Time Lock Indicator LED Intensity
0x0002511d	did_4254_subfield_1_data_def_enum_5
0x0002514f	did_4254_subfield_1_data_def
0x0002517a	did_4254_subfield_1
0x0002518f	Lock Indicator LED Status Output
0x000251b9	did_4254
0x000251c3	Lock Indicator LED Status Output
0x00025282	did_4258_subfield_1_data_def_enum_1
0x000252b1	Glove Box Latch Is Active
0x000252cc	did_4258_subfield_1_data_def_enum_2
0x000252fb	Glove Box Latch Is Inactive
0x00025318	did_4258_subfield_1_data_def_enum_3
0x0002534a	did_4258_subfield_1_data_def
0x00025375	did_4258_subfield_1
0x0002538a	Glovebox Latch Release Output
0x000253b1	did_4258
0x000253bb	Glovebox Latch Release Output
0x0002543c	did_4259_subfield_1_data_def_enum_1
0x00025471	did_4259_subfield_1_data_def_enum_2
0x000254a3	did_4259_subfield_1_data_def
0x000254ce	did_4259_subfield_1
0x000254e3	Hands Free Liftgate/Decklid Input Sensor Status
0x0002551c	did_4259
0x00025526	Hands Free Liftgate/Decklid Input Sensor Status
0x000255b3	No Approach Detection Abort Cause Event Occurred
0x000255e5	did_425a_subfield_1_data_def_enum_1
0x00025614	Approach Detection Disabled
0x00025631	did_425a_subfield_1_data_def_enum_2
0x00025660	Panic/Perimeter Alarm/Post Crash Alert Activated
0x00025692	did_425a_subfield_1_data_def_enum_3
0x000256c1	Antenna Circuitry Fault Detected
0x000256e3	did_425a_subfield_1_data_def_enum_4
0x00025712	CarMode Not Normal
0x00025726	did_425a_subfield_1_data_def_enum_5
0x00025755	Any Door Including LiftGate Open/Ajar
0x0002577c	did_425a_subfield_1_data_def_enum_6
0x000257ab	Ignition Not In Off Position
0x000257c9	did_425a_subfield_1_data_def_enum_7
0x000257f8	Battery State Of Charge Below Threshold Value
0x00025827	did_425a_subfield_1_data_def_enum_8
0x00025856	Maximum Duration Reached After Which Approach Detection Deactivation Occurs While The Ignition Off
0x000258ba	did_425a_subfield_1_data_def_enum_9
0x000258e9	Passive Key Feature Disabled
0x00025907	did_425a_subfield_1_data_def_enum_10
0x00025937	Passive Key Detected Inside The Vehicle
0x00025960	did_425a_subfield_1_data_def_enum_11
0x00025990	Passive Key Detected In Approach Detection Zone Continuously For A Specified Amount Of Time
0x000259ed	did_425a_subfield_1_data_def_enum_12
0x00025a1d	Battery Voltage Out Of Normal Range
0x00025a42	did_425a_subfield_1_data_def_enum_13
0x00025a72	Vehicle Unlocked
0x00025a84	did_425a_subfield_1_data_def_enum_14
0x00025ab4	Maximum Number Of Times Approach Detection Welcome Lighting Has Turned ON For An Ignition Cycle
0x00025b15	did_425a_subfield_1_data_def_enum_15
0x00025b45	Key Off Load (KOL) Mode Is Not Normal
0x00025b6c	did_425a_subfield_1_data_def_enum_16
0x00025b9c	Silent Mode Is On
0x00025baf	did_425a_subfield_1_data_def_enum_17
0x00025be2	did_425a_subfield_1_data_def
0x00025c0d	did_425A_subfield_1
0x00025c22	Most Recent Approach Detection Abort Cause Event
0x00025c79	No Approach Detection Abort Cause Event Occurred
0x00025cab	did_425a_subfield_2_data_def_enum_1
0x00025ce0	did_425a_subfield_2_data_def_enum_2
0x00025d0f	Panic/Perimeter Alarm/Post Crash Alert Activated
0x00025d41	did_425a_subfield_2_data_def_enum_3
0x00025d76	did_425a_subfield_2_data_def_enum_4
0x00025dab	did_425a_subfield_2_data_def_enum_5
0x00025de0	did_425a_subfield_2_data_def_enum_6
0x00025e15	did_425a_subfield_2_data_def_enum_7
0x00025e44	Battery State Of Charge Below Threshold Value
0x00025e73	did_425a_subfield_2_data_def_enum_8
0x00025ea2	Maximum Duration Reached After Which Approach Detection Deactivation Occurs While The Ignition Off
0x00025f06	did_425a_subfield_2_data_def_enum_9
0x00025f3b	did_425a_subfield_2_data_def_enum_10
0x00025f6b	Passive Key Detected Inside The Vehicle
0x00025f94	did_425a_subfield_2_data_def_enum_11
0x00025fc4	Passive Key Detected In Approach Detection Zone Continuously For A Specified Amount Of Time
0x00026021	did_425a_subfield_2_data_def_enum_12
0x00026057	did_425a_subfield_2_data_def_enum_13
0x0002608d	did_425a_subfield_2_data_def_enum_14
0x000260bd	Maximum Number Of Times Approach Detection Welcome Lighting Has Turned ON For An Ignition Cycle
0x0002611e	did_425a_subfield_2_data_def_enum_15
0x00026154	did_425a_subfield_2_data_def_enum_16
0x0002618a	did_425a_subfield_2_data_def_enum_17
0x000261bd	did_425a_subfield_2_data_def
0x000261e8	did_425A_subfield_2
0x000261fd	2nd Most Recent Approach Detection Abort Cause Event
0x00026258	No Approach Detection Abort Cause Event Occurred
0x0002628a	did_425a_subfield_3_data_def_enum_1
0x000262bf	did_425a_subfield_3_data_def_enum_2
0x000262ee	Panic/Perimeter Alarm/Post Crash Alert Activated
0x00026320	did_425a_subfield_3_data_def_enum_3
0x00026355	did_425a_subfield_3_data_def_enum_4
0x0002638a	did_425a_subfield_3_data_def_enum_5
0x000263bf	did_425a_subfield_3_data_def_enum_6
0x000263f4	did_425a_subfield_3_data_def_enum_7
0x00026423	Battery State Of Charge Below Threshold Value
0x00026452	did_425a_subfield_3_data_def_enum_8
0x00026481	Maximum Duration Reached After Which Approach Detection Deactivation Occurs While The Ignition Off
0x000264e5	did_425a_subfield_3_data_def_enum_9
0x0002651a	did_425a_subfield_3_data_def_enum_10
0x0002654a	Passive Key Detected Inside The Vehicle
0x00026573	did_425a_subfield_3_data_def_enum_11
0x000265a3	Passive Key Detected In Approach Detection Zone Continuously For A Specified Amount Of Time
0x00026600	did_425a_subfield_3_data_def_enum_12
0x00026636	did_425a_subfield_3_data_def_enum_13
0x0002666c	did_425a_subfield_3_data_def_enum_14
0x0002669c	Maximum Number Of Times Approach Detection Welcome Lighting Has Turned ON For An Ignition Cycle
0x000266fd	did_425a_subfield_3_data_def_enum_15
0x00026733	did_425a_subfield_3_data_def_enum_16
0x00026769	did_425a_subfield_3_data_def_enum_17
0x0002679c	did_425a_subfield_3_data_def
0x000267c7	did_425A_subfield_3
0x000267dc	3rd Most Recent Approach Detection Abort Cause Event
0x00026837	No Approach Detection Abort Cause Event Occurred
0x00026869	did_425a_subfield_4_data_def_enum_1
0x0002689e	did_425a_subfield_4_data_def_enum_2
0x000268cd	Panic/Perimeter Alarm/Post Crash Alert Activated
0x000268ff	did_425a_subfield_4_data_def_enum_3
0x00026934	did_425a_subfield_4_data_def_enum_4
0x00026969	did_425a_subfield_4_data_def_enum_5
0x0002699e	did_425a_subfield_4_data_def_enum_6
0x000269d3	did_425a_subfield_4_data_def_enum_7
0x00026a02	Battery State Of Charge Below Threshold Value
0x00026a31	did_425a_subfield_4_data_def_enum_8
0x00026a60	Maximum Duration Reached After Which Approach Detection Deactivation Occurs While The Ignition Off
0x00026ac4	did_425a_subfield_4_data_def_enum_9
0x00026af9	did_425a_subfield_4_data_def_enum_10
0x00026b29	Passive Key Detected Inside The Vehicle
0x00026b52	did_425a_subfield_4_data_def_enum_11
0x00026b82	Passive Key Detected In Approach Detection Zone Continuously For A Specified Amount Of Time
0x00026bdf	did_425a_subfield_4_data_def_enum_12
0x00026c15	did_425a_subfield_4_data_def_enum_13
0x00026c4b	did_425a_subfield_4_data_def_enum_14
0x00026c7b	Maximum Number Of Times Approach Detection Welcome Lighting Has Turned ON For An Ignition Cycle
0x00026cdc	did_425a_subfield_4_data_def_enum_15
0x00026d12	did_425a_subfield_4_data_def_enum_16
0x00026d48	did_425a_subfield_4_data_def_enum_17
0x00026d7b	did_425a_subfield_4_data_def
0x00026da6	did_425A_subfield_4
0x00026dbb	4th Most Recent Approach Detection Abort Cause Event
0x00026e16	No Approach Detection Abort Cause Event Occurred
0x00026e48	did_425a_subfield_5_data_def_enum_1
0x00026e7d	did_425a_subfield_5_data_def_enum_2
0x00026eac	Panic/Perimeter Alarm/Post Crash Alert Activated
0x00026ede	did_425a_subfield_5_data_def_enum_3
0x00026f13	did_425a_subfield_5_data_def_enum_4
0x00026f48	did_425a_subfield_5_data_def_enum_5
0x00026f7d	did_425a_subfield_5_data_def_enum_6
0x00026fb2	did_425a_subfield_5_data_def_enum_7
0x00026fe1	Battery State Of Charge Below Threshold Value
0x00027010	did_425a_subfield_5_data_def_enum_8
0x0002703f	Maximum Duration Reached After Which Approach Detection Deactivation Occurs While The Ignition Off
0x000270a3	did_425a_subfield_5_data_def_enum_9
0x000270d8	did_425a_subfield_5_data_def_enum_10
0x00027108	Passive Key Detected Inside The Vehicle
0x00027131	did_425a_subfield_5_data_def_enum_11
0x00027161	Passive Key Detected In Approach Detection Zone Continuously For A Specified Amount Of Time
0x000271be	did_425a_subfield_5_data_def_enum_12
0x000271f4	did_425a_subfield_5_data_def_enum_13
0x0002722a	did_425a_subfield_5_data_def_enum_14
0x0002725a	Maximum Number Of Times Approach Detection Welcome Lighting Has Turned ON For An Ignition Cycle
0x000272bb	did_425a_subfield_5_data_def_enum_15
0x000272f1	did_425a_subfield_5_data_def_enum_16
0x00027327	did_425a_subfield_5_data_def_enum_17
0x0002735a	did_425a_subfield_5_data_def
0x00027385	did_425A_subfield_5
0x0002739a	5th Most Recent Approach Detection Abort Cause Event
0x000273f5	No Approach Detection Abort Cause Event Occurred
0x00027427	did_425a_subfield_6_data_def_enum_1
0x0002745c	did_425a_subfield_6_data_def_enum_2
0x0002748b	Panic/Perimeter Alarm/Post Crash Alert Activated
0x000274bd	did_425a_subfield_6_data_def_enum_3
0x000274f2	did_425a_subfield_6_data_def_enum_4
0x00027527	did_425a_subfield_6_data_def_enum_5
0x0002755c	did_425a_subfield_6_data_def_enum_6
0x00027591	did_425a_subfield_6_data_def_enum_7
0x000275c0	Battery State Of Charge Below Threshold Value
0x000275ef	did_425a_subfield_6_data_def_enum_8
0x0002761e	Maximum Duration Reached After Which Approach Detection Deactivation Occurs While The Ignition Off
0x00027682	did_425a_subfield_6_data_def_enum_9
0x000276b7	did_425a_subfield_6_data_def_enum_10
0x000276e7	Passive Key Detected Inside The Vehicle
0x00027710	did_425a_subfield_6_data_def_enum_11
0x00027740	Passive Key Detected In Approach Detection Zone Continuously For A Specified Amount Of Time
0x0002779d	did_425a_subfield_6_data_def_enum_12
0x000277d3	did_425a_subfield_6_data_def_enum_13
0x00027809	did_425a_subfield_6_data_def_enum_14
0x00027839	Maximum Number Of Times Approach Detection Welcome Lighting Has Turned ON For An Ignition Cycle
0x0002789a	did_425a_subfield_6_data_def_enum_15
0x000278d0	did_425a_subfield_6_data_def_enum_16
0x00027906	did_425a_subfield_6_data_def_enum_17
0x00027939	did_425a_subfield_6_data_def
0x00027964	did_425A_subfield_6
0x00027979	6th Most Recent Approach Detection Abort Cause Event
